`,id,timestamp,derived_0,derived_1,derived_2,derived_3,derived_4,fundamental_0,fundamental_1,fundamental_2,fundamental_3,fundamental_5,fundamental_6,fundamental_7,fundamental_8,fundamental_9,fundamental_10,fundamental_11,fundamental_12,fundamental_13,fundamental_14,fundamental_15,fundamental_16,fundamental_17,fundamental_18,fundamental_19,fundamental_20,fundamental_21,fundamental_22,fundamental_23,fundamental_24,fundamental_25,fundamental_26,fundamental_27,fundamental_28,fundamental_29,fundamental_30,fundamental_31,fundamental_32,fundamental_33,fundamental_34,fundamental_35,fundamental_36,fundamental_37,fundamental_38,fundamental_39,fundamental_40,fundamental_41,fundamental_42,fundamental_43,fundamental_44,fundamental_45,fundamental_46,fundamental_47,fundamental_48,fundamental_49,fundamental_50,fundamental_51,fundamental_52,fundamental_53,fundamental_54,fundamental_55,fundamental_56,fundamental_57,fundamental_58,fundamental_59,fundamental_60,fundamental_61,fundamental_62,fundamental_63,technical_0,technical_1,technical_2,technical_3,technical_5,technical_6,technical_7,technical_9,technical_10,technical_11,technical_12,technical_13,technical_14,technical_16,technical_17,technical_18,technical_19,technical_20,technical_21,technical_22,technical_24,technical_25,technical_27,technical_28,technical_29,technical_30,technical_31,technical_32,technical_33,technical_34,technical_35,technical_36,technical_37,technical_38,technical_39,technical_40,technical_41,technical_42,technical_43,technical_44,y
fundamental_42,0.00047411,0.008488339,6.28179E-05,2.13103E-06,0.00010691,6.49129E-07,3.46043E-05,0.007144256,5.36277E-05,0.000808637,0.001984127,0.000601795,0.000845734,2.03324E-06,0.001834072,1.46654E-05,0.00709554,0.001139741,1.99461E-05,7.65485E-05,2.00674E-05,0.000266532,0.000176123,4.12474E-06,0.000246558,0.000237401,1.10287E-05,0.00647768,0.015008868,2.34229E-05,0.001149042,0.000398274,5.8528E-05,5.44781E-05,0.004286758,5.1497E-05,0.012498617,8.98817E-05,1.94292E-05,2.31042E-06,7.26653E-07,0.001182455,4.18277E-06,0.001438171,0.003528016,0.000920608,0.00017432,0.866306784,1,0.001251402,4.08581E-05,1.49856E-05,0.000301474,0.008430735,0.000771466,0.001091463,2.58523E-05,6.09535E-05,7.34688E-05,0.000185616,0.003481714,0.002573936,0.001175354,0.009595511,0.00127482,0.001926068,0.004660941,5.32485E-05,0.003368599,0.002157603,0.00172698,0.003797975,0.00074126,0.005819495,0.011555311,0.003562963,0.009973385,3.17439E-05,0.004072647,0.000677931,0.003806929,0.006934867,0.002519178,0.00300221,0.00045855,0.009512533,0.00258411,0.0063741,0.001179341,0.006498062,0.001111554,0.012299908,0.002738683,0.008450632,0.001865591,0.00410852,0.000353564,0.005140617,0.003715299,0.004417811,0.005403731,0.003323534,0.002902568,0.002178865,0.005559781,0.007940909,0.002226694,0.006330133,0.003090608,0.004058715,0.00028722
fundamental_43,0.003260915,0.042954539,0.004590062,0.000251328,0.000288296,0.002066352,0.004288092,0.063921053,0.004880627,0.02962355,0.257758791,0.108674724,0.026738679,0.018498223,0.002095766,0.008761624,0.008845489,0.060638756,0.068928881,0.01034306,0.007747426,0.047526212,0.072617999,0.001602331,0.010383188,0.132405769,0.040898436,0.361558877,0.004261637,0.010414356,0.079531527,0.021126923,0.007216693,0.003072264,0.036281909,0.001449528,0.026573653,0.00227876,0.067139997,0.001711815,0.042587479,0.025767384,0.03790993,0.084422879,0.069405971,0.014247231,0.158236852,0.001083811,0.001251402,1,0.010647445,0.044744118,0.005112617,0.302326567,0.086365767,0.006014341,0.010937237,0.009488239,0.017040364,0.117045242,0.269893752,0.078801467,0.039304684,0.033192925,0.023658764,0.622257791,0.183476002,0.022019516,0.009095614,0.0535913,0.029003692,0.001983224,0.058548146,0.013863798,0.011611816,0.072251435,0.26015238,0.031127452,0.017630026,0.072140481,0.042143965,0.039419743,0.092587627,0.000408987,0.068341904,0.018002081,0.0829463,0.053169807,0.041704541,0.219883745,0.013553472,0.010401972,0.120876832,0.012654968,0.068750853,0.064501301,0.008345384,0.021241115,0.007025983,0.019578111,0.085385365,0.087392326,0.015524692,0.013765723,0.022668968,0.285271016,0.000458114,0.043801298,0.089206363,0.014138296,0.001366251
fundamental_44,0.001682897,0.003255448,2.02539E-05,0.000124478,3.65894E-05,0.000170048,0.000168949,0.000719649,0.006187836,0.000449373,0.005573485,0.001081425,0.050203963,0.001818913,0.001825346,0.014063049,0.002215738,0.000551964,0.000145703,0.000427681,0.0014068,0.00166438,0.000467773,0.007825977,0.00013354,0.052242094,0.000575943,0.016057537,0.000390396,0.046115108,0.001160945,0.002079811,0.072332321,0.009690104,0.007950723,2.28674E-05,0.001009287,0.00035788,0.000140323,5.21424E-05,0.000211133,0.002922603,0.003277714,0.011634423,0.121165322,0.000403787,0.008210341,4.01323E-05,4.08581E-05,0.010647445,1,0.000694054,0.000674672,0.004215261,0.004292856,0.000604208,0.076349666,0.00010173,0.000274811,0.002085543,0.081821206,0.001586261,0.0010406,0.046723584,0.015025885,0.00485618,0.001165898,0.102396033,0.003448174,0.001635608,0.003258522,0.026031547,0.001006741,0.001639967,0.003072407,0.000296026,0.002329292,0.001760215,0.014511365,0.000753612,0.001842991,0.000892189,0.00661648,7.92037E-05,0.002818305,0.001875591,0.000227444,0.000283138,0.001468666,0.009663551,0.00377453,0.0033619,0.005587376,0.007929836,0.007716645,0.00090414,0.008225848,0.000632956,0.001737488,0.010056295,0.005438447,0.007687411,0.005053792,0.002589725,0.002385629,0.006153281,0.003141293,0.000714395,0.002516094,0.002969587,0.0007145
fundamental_45,0.008144412,0.015640833,6.62689E-05,5.99381E-05,0.000100935,0.000138317,0.002819684,0.063652159,5.78928E-05,0.48501242,0.035870123,0.004913361,0.004099682,0.753704106,0.001550725,0.000260872,4.1631E-06,0.001484899,0.000142113,0.001498005,0.001308839,0.856856167,0.00152591,4.61229E-05,0.043073095,0.000194594,0.999999999,0.00268349,0.002967711,0.009418312,0.00273385,0.000296219,0.857184899,0.000144631,0.058834549,0.000697503,0.171388587,0.00273249,0.000146251,0.02165832,0.004060864,0.016795531,0.789806568,0.01454916,0.000953872,0.004817051,0.013911091,7.26447E-06,1.49856E-05,0.044744118,0.000694054,1,0.000205134,0.044553694,0.00962528,0.00447641,0.008006013,0.000627167,0.004022096,0.038751777,0.029719223,0.007469277,0.849420909,0.025702948,0.012000651,0.002323436,0.370075564,5.74521E-05,0.004077128,0.00605943,0.012093944,0.001202495,0.002501187,0.007011438,0.000744882,0.003253034,0.008860503,0.000923058,0.007737919,0.003448189,0.004790026,1.67716E-05,0.006075986,2.05713E-05,0.003013545,0.001179661,0.00106054,0.002216652,0.001990102,0.009144859,0.003450505,0.002148076,0.002301909,0.014279331,0.006559016,0.002832459,0.00121111,0.001018296,0.007017019,0.005915798,0.010113664,0.006387581,0.005512271,0.001132979,0.0013747,0.00958904,0.003790187,0.000307034,0.003171181,0.002685841,0.000191066
fundamental_46,0.000649847,0.006124091,1.8153E-05,0.007634905,0.000299142,0.002840796,2.50518E-05,0.000935253,0.000454578,0.000375241,0.005447716,0.00034369,0.036238875,0.000938739,0.002247536,1.33757E-05,0.000497117,0.00047454,0.000173251,0.998422982,0.001890091,0.00122351,0.000206809,0.000242536,0.00051604,0.000341708,5.09534E-05,0.001311823,0.001733784,0.002068757,0.025353218,0.001325868,0.037510294,0.010791227,0.005368911,0.000230376,0.002573753,0.998597475,0.000164507,0.000206563,0.000734021,0.002514601,0.007723852,0.013041755,0.13822957,0.869520849,0.007773579,0.000191307,0.000301474,0.005112617,0.000674672,0.000205134,1,0.001156352,0.006926425,0.000557589,0.002068854,0.000122898,0.001008085,0.001575335,0.001617527,0.001025088,0.000864867,0.012433007,0.003567812,0.010758807,0.004429424,0.057583057,0.001299243,0.007938802,0.003522646,0.006890874,0.002563164,0.004240292,0.009169616,0.001477421,0.007727776,0.002397821,0.041383844,0.002253353,0.003324235,0.001024314,0.005189713,0.000451054,0.005703744,0.001753503,0.001061097,0.00086647,0.00030698,0.00304637,0.005135646,0.007789515,0.00246108,0.002758239,0.008727985,0.000973715,0.001003258,0.005947142,0.00018136,0.00043011,0.002376194,0.001041805,0.003250897,0.008272412,0.006775629,0.00243707,0.002142925,0.001010585,0.001143754,0.005659132,0.000315352
fundamental_47,0.016790288,0.051812793,0.021108126,0.003739489,0.003650989,0.004892415,0.017885977,0.107303032,0.059008977,0.00809656,0.753619425,0.189041066,0.054827315,0.053946708,0.099152879,0.00127111,0.037382651,0.005662601,0.050374053,0.015624347,0.308161243,0.087893874,0.181776943,0.009978731,0.005015307,0.079469273,0.041978899,0.262950703,0.112898944,0.015370902,0.108681015,0.053818855,0.001270228,0.006310059,0.283198824,0.000298056,0.040012167,0.008413139,0.054505421,0.004747412,0.025816989,0.03864057,0.026636851,0.233506942,0.251661486,0.024847963,0.195751687,0.006687813,0.008430735,0.302326567,0.004215261,0.044553694,0.001156352,1,0.015050094,0.001334086,0.020444631,0.066356168,0.032319675,0.010735805,0.237042569,0.000629544,0.017664478,0.007893634,0.04907045,0.261458726,0.074545996,0.168225237,0.03145758,0.046133275,0.049534768,0.011021168,0.033243765,0.002508616,0.007895648,0.047639572,0.068632971,0.033862143,0.111721371,0.03560239,0.027895069,0.008940608,0.009945561,0.003060075,0.036242007,0.014391692,0.072197447,0.008465923,0.068937618,0.044135144,0.000928497,0.00693653,0.066686225,0.00703931,0.037617399,0.005776538,0.010792876,0.018374256,0.001910865,0.105258401,0.009608961,0.046212406,0.039478608,0.029276526,0.036717674,0.110813689,0.005229613,0.019514801,0.024763459,0.001738775,0.000444789
fundamental_48,0.002043192,0.011396566,0.002391419,0.000380262,0.000608606,0.000166831,0.010686581,0.002075597,3.29131E-05,0.09724109,0.001088329,0.041082111,3.35908E-05,0.031799649,0.000791569,0.00132568,0.00471107,0.371921614,6.0881E-05,0.002487608,0.011695386,0.004002309,0.026200172,9.75961E-05,0.006733972,0.000490522,0.00963122,0.017439717,0.011196872,0.04850315,0.017302217,0.001134502,0.00570445,0.000208652,0.114175522,8.449E-05,0.050909976,0.003316191,0.000149819,0.000348711,0.011471194,0.040060059,0.029844938,0.075957614,0.002670679,0.004304537,0.005397996,0.000475313,0.000771466,0.086365767,0.004292856,0.00962528,0.006926425,0.015050094,1,0.009830201,0.046089491,0.056168326,4.54654E-05,0.003992497,0.123298509,0.197250204,0.047917959,0.000230372,0.010047624,0.003151152,0.13801315,3.31696E-05,0.009915956,0.004822979,0.002649395,0.005583022,0.007023241,0.001029998,0.000362174,0.009356175,0.007375433,0.002234283,0.008451493,0.007377778,0.000953679,0.003549052,0.011942472,0.000866012,0.008577932,0.001677361,0.01830442,0.005653807,0.003148949,0.013615986,5.23137E-05,0.002652748,0.020060769,0.001463449,0.006610553,0.006741033,0.005685657,0.000553013,0.003297108,0.007925383,0.017192344,0.02370099,0.002247015,0.002230838,0.001227586,0.009577342,0.007639637,0.003506093,0.011517584,0.004755561,0.000225289
fundamental_49,0.035005198,0.023751924,0.000957101,0.000410293,6.50995E-05,0.000581174,0.000989285,0.024480276,0.004377196,0.004182398,0.002831806,0.006083563,0.013555238,0.001762909,0.019505963,0.001990373,0.001646572,0.001754881,0.008157696,0.000611702,0.000977985,0.005110904,0.005745857,0.004471177,0.00114024,0.004721313,0.003574918,0.013393143,0.02131595,0.001193268,0.024830967,0.003134678,0.002013746,0.001169713,0.001984781,0.0008317,0.001021838,0.000794933,0.008972174,0.000525228,0.000926703,0.002241645,0.001584013,0.004167378,0.039996575,0.004490796,0.005793335,0.000820374,0.001091463,0.006014341,0.000604208,0.00447641,0.000557589,0.001334086,0.009830201,1,0.001176444,0.00206066,0.006335394,0.004174853,0.018504802,0.001112597,0.003407268,0.001346445,0.006221646,0.034900287,0.019530507,0.006135345,0.026778746,0.003506388,0.009008838,0.00274056,0.008142561,0.007318996,0.009905462,0.013379198,0.008360459,0.003971357,0.017736395,0.009087321,0.000861635,0.00010328,0.02122445,0.014958515,0.00908872,0.002332679,0.011054375,0.004373814,0.005285107,0.005143406,0.008304827,0.009048893,0.012285473,0.00409211,0.005169462,0.002620303,0.010631705,0.004991385,0.001362862,0.019972055,0.009181825,0.011341471,0.00189533,0.001119441,0.000704606,0.019611586,0.003056527,0.00709086,0.005688799,0.006228178,0.001060068
fundamental_50,0.026512713,0.021340325,0.0002673,0.000269611,7.14292E-05,2.75177E-05,0.000344557,0.035023059,0.001568678,0.035753201,0.005441422,0.001901386,0.001846673,0.020058061,0.005149142,0.018516373,0.001105803,0.015434704,0.000560551,0.000816563,8.41486E-05,0.001468703,0.000615483,0.000153327,0.041926148,0.014419018,0.007835496,0.062397709,0.001267617,0.995095792,0.002185361,0.000480231,0.006466369,0.001780979,0.014092941,5.86655E-05,0.010129835,0.000670782,0.000582881,0.000107817,0.000608115,0.00280622,0.094826271,0.002780171,0.166537967,0.001452819,0.026959312,3.63974E-05,2.58523E-05,0.010937237,0.076349666,0.008006013,0.002068854,0.020444631,0.046089491,0.001176444,1,0.000192726,0.000418892,0.174495183,0.092806472,0.009946206,0.010654788,0.02063094,0.03260019,0.010105926,0.079419394,0.008997647,0.001179164,0.049194451,0.000572486,0.008911529,0.007082128,0.005888788,0.000299158,0.019335578,0.059384727,0.003430449,0.02146798,0.015706005,0.010082777,0.003479952,0.017160153,0.000248035,0.012422915,0.00407261,0.018744651,0.003903705,0.019439748,0.023491252,0.000983969,0.005915359,0.036116997,0.0119391,0.018772561,0.040969666,0.004575503,0.006589302,0.00237092,0.008440551,0.031758935,0.033566919,0.006145607,0.006204188,0.005942377,0.042494536,0.003907317,0.006323679,0.017949532,0.008282154,0.00269694
fundamental_51,0.004275624,0.013861419,0.000402659,0.000102176,3.44281E-06,5.69559E-05,0.000198351,0.011155315,0.001610776,0.41255479,0.063884986,0.001977692,0.013118081,0.018443456,0.001928176,0.00154812,0.001958406,0.662618164,0.073191909,2.96343E-05,9.08043E-05,0.007290375,0.002167445,7.84676E-05,0.37734353,0.004672365,0.000861393,0.003175197,0.006189746,0.000191481,0.011984622,0.001880872,0.008630019,0.002335642,0.025523544,0.000259492,0.011746986,0.001850082,0.073804531,5.58592E-05,0.166252799,0.002073053,0.022621601,0.004732639,0.080180305,0.000109683,0.002493279,3.44143E-05,6.09535E-05,0.009488239,0.00010173,0.000627167,0.000122898,0.066356168,0.056168326,0.00206066,0.000192726,1,0.000179424,0.021779707,0.012626455,0.001543555,0.001353422,0.019210333,0.000981196,0.017295683,0.031051526,0.022194349,0.005107679,0.011746916,0.00210093,0.004638191,0.002310269,0.002874584,0.00370558,0.010458995,0.019331597,0.003277779,0.002530804,0.000161822,0.007916675,0.002995669,0.004341327,0.01035875,0.002592082,0.000585841,0.006405333,0.000214933,0.024587073,0.006693083,0.00180873,0.00663757,0.018291382,0.012902115,0.001445271,0.069709389,0.01146171,0.008933184,0.000693783,0.007186569,0.01778717,0.015784015,0.003277256,0.000495924,0.000284549,0.015317809,0.005587642,0.008035669,0.007510915,0.004305606,0.006012783
fundamental_52,0.00510659,0.033561813,0.001242727,0.000641391,0.001898808,0.000337303,0.001443273,0.029857582,0.000682358,0.00094301,0.03517777,0.002333711,0.011810268,0.001157629,6.48125E-05,0.006790309,0.015670835,0.002126714,0.005247526,0.000325777,0.001789143,0.024701037,0.001171992,0.000902498,0.038268624,0.003035078,0.004021646,0.037433498,0.009828344,0.000344949,0.002882881,0.419862228,0.000949988,0.003066896,0.022957741,0.000585088,0.011994486,0.00113756,0.004482314,0.001139209,0.003329737,0.0925644,0.001178915,0.004110134,0.014117939,0.00073129,0.19759595,0.000122895,7.34688E-05,0.017040364,0.000274811,0.004022096,0.001008085,0.032319675,4.54654E-05,0.006335394,0.000418892,0.000179424,1,0.042756889,0.030623375,0.00051194,0.021122924,0.02817251,0.16587399,0.021476961,0.085074503,0.000697803,0.010376932,0.119477673,0.008595118,0.005613538,0.009963557,0.010719135,0.00881278,0.000516457,0.040890279,0.00528858,0.039332047,0.008158439,0.001602867,0.005966615,0.016068416,0.000126173,0.006667626,0.002064398,0.045497268,0.021808718,0.005092098,0.032872183,0.002254038,0.007576331,0.015602504,0.010261077,0.033157711,0.019081337,0.001156511,0.000862342,0.008326246,0.014263447,0.006151424,0.002881603,0.008593179,0.003873367,0.001165008,0.002971098,0.004081191,2.31966E-05,0.00615894,0.002751371,0.00030149
fundamental_53,0.003017705,0.013275717,0.001869055,0.000156959,0.000176905,0.000192745,0.009073901,0.015002338,0.000331158,0.35932547,0.080779609,0.029892926,0.012174785,0.000318163,0.050644981,0.002063861,0.006639682,0.111170192,0.000168058,0.003427128,0.007552963,0.064685263,0.026496943,0.000334532,0.660578145,0.00147494,0.038752747,0.022025176,0.001088178,0.195503493,0.022809055,0.003575839,0.000218288,2.93691E-05,0.075272218,0.001260631,0.205002093,0.003501732,3.70727E-05,0.000808387,0.003392193,0.031158047,0.000190224,0.039326692,0.028323784,0.006461404,0.039049847,0.000175256,0.000185616,0.117045242,0.002085543,0.038751777,0.001575335,0.010735805,0.003992497,0.004174853,0.174495183,0.021779707,0.042756889,1,0.148280162,0.086486913,0.286112107,0.481584327,0.040139764,0.028414877,0.431390023,0.000331232,0.007722179,0.020821141,0.009034681,0.002164771,0.006429967,0.009132066,0.004204346,0.003472554,0.06351691,0.003306432,0.03128024,0.00355099,0.012115594,0.009689072,0.024768076,0.003384006,0.018873285,0.004176654,0.011733415,0.021729191,0.021145123,0.04729999,0.000447753,0.002456568,0.042861759,0.004201289,0.030527128,0.035190635,0.012140801,0.006760802,0.004094158,0.004618425,0.055838296,0.056034328,0.006847653,0.005411262,0.005612042,0.06573356,0.002693148,0.005725006,0.020901463,0.012858834,0.006009047
fundamental_54,0.00728607,0.054862887,0.011750461,0.008296083,0.001516196,0.004930223,0.003044323,0.155113715,0.013463262,0.107924686,0.193985352,0.062182736,0.013072064,0.009916242,0.061068072,0.012180946,0.080620031,0.105859404,0.064465755,0.012888578,0.02464958,0.045414654,0.059147481,0.002591661,0.092562813,0.206805221,0.026824731,0.527924649,0.032155725,0.083808226,0.038673371,0.029515559,0.005775979,0.004651443,0.007339714,0.000285573,0.004211243,0.004855077,0.063729602,0.002258137,0.045338299,0.021240263,0.122658526,0.163068687,0.096021512,0.019056392,0.097608345,0.002603228,0.003481714,0.269893752,0.081821206,0.029719223,0.001617527,0.237042569,0.123298509,0.018504802,0.092806472,0.012626455,0.030623375,0.148280162,1,0.086239032,0.07939079,0.02427545,0.056073028,0.327520215,0.093613749,0.026162785,0.052626483,0.08484118,0.022691801,0.008369619,0.026730321,0.00095841,0.014075917,0.073596645,0.343529619,0.02485777,0.026017823,0.046939591,0.052731917,0.059613873,0.122234688,0.005433889,0.06953313,0.011662589,0.057807689,0.117803478,0.000563322,0.360923043,0.006505618,0.004995264,0.114907374,0.012901292,0.097550563,0.124551333,0.007109405,0.025552698,0.001748318,0.019779964,0.12445752,0.130288374,0.028607283,0.034491175,0.012904722,0.386833995,0.005758676,0.037719454,0.10124099,0.006840923,0.001167886
fundamental_55,0.012100084,0.040530576,0.012508336,0.001029554,0.000247412,6.4649E-05,0.01070322,0.008073637,0.007408502,0.228441436,0.043533185,0.017922,0.012792462,0.004437134,0.018642085,0.001013275,0.00862496,0.472843095,0.002986042,0.001402563,0.003267201,0.014330324,0.027262987,0.000784242,0.054925229,0.024045771,0.006057046,0.090332259,0.022507262,0.010378292,0.003927898,0.002671048,0.00607065,0.002022368,0.063649755,0.00054775,0.018377791,0.001849852,0.002143299,0.000606188,0.002562584,0.042968117,0.058987286,0.006960839,0.016790663,0.00363556,0.002821031,0.001689647,0.002573936,0.078801467,0.001586261,0.007469277,0.001025088,0.000629544,0.197250204,0.001112597,0.009946206,0.001543555,0.00051194,0.086486913,0.086239032,1,0.183596567,0.011424977,0.016884572,0.08048098,0.046611349,0.067029226,0.007894015,0.003782935,0.017596642,0.001429839,0.019872016,0.001170045,0.00328595,0.003063724,0.057031521,0.043891854,0.021545798,0.021872853,0.006781575,0.021927237,0.020408149,0.001894724,0.003146825,0.004764675,0.032977182,0.013052686,0.037285976,0.061153175,0.002206515,0.005788493,0.040656028,0.005572235,0.021473487,0.019262346,0.001665035,0.016712886,0.003150624,0.01781242,0.010727219,0.007789986,0.003645465,0.005272644,0.025195707,0.064425575,0.002362993,0.006724722,0.00140613,0.003732245,0.003846255
fundamental_56,0.012681502,0.030906784,0.005607576,0.000655694,0.000293453,2.2688E-05,0.004603879,0.002161562,0.017671884,0.75071393,0.010173065,0.009568076,0.024262181,0.372837697,0.008496181,0.000376349,0.012818743,0.142548844,0.002926554,2.47464E-05,0.002353056,0.678092478,0.018689822,0.00078321,0.20650727,0.016015959,0.84966393,0.061469905,0.027895492,0.011625833,0.005673952,0.006020304,0.010245749,0.002072476,0.004811212,0.000282341,0.152779085,0.000228457,0.002784344,0.000997246,0.001554791,0.018476872,0.480477647,0.011167095,0.028897925,0.000382798,0.037864198,0.000801525,0.001175354,0.039304684,0.0010406,0.849420909,0.000864867,0.017664478,0.047917959,0.003407268,0.010654788,0.001353422,0.021122924,0.286112107,0.07939079,0.183596567,1,0.044789897,0.074781273,0.065383204,0.298711622,0.117170102,0.03233009,0.05878598,0.040731758,0.000964683,0.055775406,0.004136367,0.000387073,0.043153676,0.020000874,0.025127668,0.026949284,0.056643869,0.014076942,0.007415403,0.016049793,0.00069612,0.039941835,0.001450885,0.131048028,0.02281847,0.208338773,0.015279716,0.008450552,0.021512443,0.124010706,0.00267106,0.021879541,0.001244649,0.00920116,0.016435761,0.003625037,0.021318589,0.048651255,0.057076773,0.000953455,6.65035E-05,0.01658238,0.02142648,0.006518231,0.001503856,0.043999819,0.010321332,0.002925857
fundamental_57,0.014465467,0.063018674,0.006324896,0.000421391,0.001739051,0.000407821,0.062301023,0.018774155,0.000751479,0.028693468,0.021550375,0.110712505,0.136967361,0.001397187,0.042171502,0.028431063,0.025071796,0.02872147,0.004086145,0.068921734,0.029343489,0.243836646,0.136540474,0.000561066,0.778661118,0.000916899,0.025728584,0.080513499,0.05233928,0.023783086,0.046786907,0.001261381,0.000977569,0.008426656,0.083072275,0.036556688,0.128959418,0.092302149,0.00411381,0.000691173,0.010289855,0.027294222,0.001424083,0.003901576,0.080530043,0.016540036,0.090133555,0.007349406,0.009595511,0.033192925,0.046723584,0.025702948,0.012433007,0.007893634,0.000230372,0.001346445,0.02063094,0.019210333,0.02817251,0.481584327,0.02427545,0.011424977,0.044789897,1,0.092799449,0.043178035,0.173154428,0.00074888,0.049626122,0.043280196,0.010333404,0.005525723,0.028654205,0.015718468,0.005373627,0.035693449,0.072251255,0.006991033,0.078157876,0.030646927,0.016533072,0.003313993,0.061884189,0.009578144,0.020027449,0.004433383,0.073135584,0.050153609,0.030961148,0.051965484,0.008270603,0.008329326,0.088300225,0.014004485,0.073497401,0.070750739,0.005742161,0.007289554,0.000689912,0.015145864,0.113270614,0.098978617,0.009807282,0.013138151,0.006340546,0.095052837,0.008899605,0.008607541,0.049951209,0.008173879,0.002066178
fundamental_58,0.012272066,0.007784908,0.009960533,0.004829619,0.014604644,0.00243651,0.01399557,0.184015734,0.008753553,0.01938356,0.015926194,0.020689399,0.018286309,0.011588777,0.02333276,0.00558668,0.017010747,0.010367439,0.050657252,0.01293344,0.021592785,0.064024235,0.019530125,0.003698376,0.047524852,0.012335534,0.011999417,0.073475898,0.000103914,0.034319917,0.030139223,0.096126267,0.01025596,0.010789251,0.257171963,0.00484795,0.037791431,0.011714636,0.043527745,0.010832727,0.038983036,0.108427808,0.011325105,0.085197696,0.103912668,0.01909469,0.689159602,0.000740775,0.00127482,0.023658764,0.015025885,0.012000651,0.003567812,0.04907045,0.010047624,0.006221646,0.03260019,0.000981196,0.16587399,0.040139764,0.056073028,0.016884572,0.074781273,0.092799449,1,0.18812225,0.092414433,0.008566674,0.029727968,0.157627786,0.029454409,0.009560036,0.004963885,0.013229118,0.004731258,0.001800673,0.023238622,0.014462774,0.072397895,0.003725133,0.020248515,0.006854145,0.025747994,0.008789899,0.000671823,0.007533624,0.004053095,0.033833793,0.001694651,0.019808447,0.005835292,0.01639364,0.004146733,0.012345191,0.067948362,0.029129255,0.003501698,0.004561231,0.004123736,0.082756319,0.012244573,0.008650744,0.023240779,0.010124509,0.016477475,0.084350934,0.004215274,0.013916766,0.027957611,0.001633103,0.000577812
fundamental_59,0.026652959,0.015937135,0.013433746,0.006466537,0.000693963,0.000387095,0.008367899,0.190252933,0.004485302,0.047993044,0.146506383,0.094570364,0.021187518,0.005254999,0.032996582,0.012899145,0.015968061,0.06400806,0.077604661,0.009198758,0.000917932,0.066123352,0.050604537,0.004748756,0.007733421,0.014491057,0.002165158,0.454905331,0.000795037,0.009823461,0.065000904,0.004739794,0.002284051,0.001429634,0.089551146,0.004771261,0.048441289,0.000348232,0.078199382,0.005316087,0.062596687,0.021481639,0.005196007,0.018898754,0.090033011,0.016525882,0.332601337,0.001421936,0.001926068,0.622257791,0.00485618,0.002323436,0.010758807,0.261458726,0.003151152,0.034900287,0.010105926,0.017295683,0.021476961,0.028414877,0.327520215,0.08048098,0.065383204,0.043178035,0.18812225,1,0.285254535,0.004486058,0.03643032,0.094299579,0.021182502,0.006416407,0.03931675,0.002212468,0.011255451,0.032108543,0.425046082,0.028520074,0.023045865,0.029885474,0.031680216,0.057179025,0.06443934,0.005210913,0.055950571,0.017259558,0.039384426,0.079029899,0.000349142,0.34141875,0.011360805,0.013314246,0.066878549,0.002419064,0.043419316,0.072600218,0.005555861,0.012227058,0.002438015,0.095754764,0.040017327,0.041525831,0.008432255,0.008403234,0.012486259,0.395640263,0.003106075,0.033980755,0.056861859,0.008773969,0.001205649
fundamental_60,0.002060404,0.037186212,0.019116548,0.004078081,0.000188612,0.000610466,0.016809237,0.041453799,0.005849548,0.066228839,0.141072494,0.033422648,0.031167333,0.145957166,0.008743708,0.002869915,0.083380946,0.105335459,0.002687261,0.005336138,0.004005663,0.367832528,0.02890004,0.002137048,0.471433625,0.040971204,0.374304613,0.069930827,0.001275455,0.089589952,0.030318284,0.018417719,0.081389352,0.004957824,0.133807442,0.003319355,0.376745546,0.009202227,0.003806308,0.002432871,0.002596802,0.055265532,0.055372058,0.029957923,0.142221908,0.01254878,0.094016266,0.003115048,0.004660941,0.183476002,0.001165898,0.370075564,0.004429424,0.074545996,0.13801315,0.019530507,0.079419394,0.031051526,0.085074503,0.431390023,0.093613749,0.046611349,0.298711622,0.173154428,0.092414433,0.285254535,1,0.051486832,0.06738966,0.140636938,0.036359628,0.005498058,0.057262933,0.005707543,0.003528457,0.091059324,0.232933195,0.02103373,0.19570568,0.067122775,0.051772357,0.032746893,0.157093778,0.044548304,0.07907042,0.026927416,0.129410181,0.10543837,0.176227738,0.207591217,0.010576073,0.000143151,0.182633725,0.001565838,0.185076478,0.093981505,0.008791675,0.040091206,0.005516274,0.043780153,0.22417637,0.206953627,0.02533735,0.025894242,0.025417685,0.181603258,0.001682218,0.043408378,0.121417174,0.001026207,0.00342075
